,Time Stamp,temp,feelslike,humidity,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,conditions,Time Zone,Name,PTID,Load
5,2019-02-03 05:00:00,32.3,28.1,66.06,22.30939859227389,4.4,220.0,1020.0,4.4,8.4,Clear,EST,N.Y.C.,61761,4899.4
6,2019-02-03 06:00:00,32.6,32.6,67.22,22.305817198710876,2.9,289.0,1020.2,10.5,8.4,Clear,EST,N.Y.C.,61761,4960.0
7,2019-02-03 07:00:00,32.5,32.5,68.88,22.3404273040317,1.4,267.0,1020.8,14.1,8.4,Clear,EST,N.Y.C.,61761,5125.4
8,2019-02-03 08:00:00,33.7,29.7,66.59,22.32864876353242,4.4,214.0,1021.0,10.5,6.8,Clear,EST,N.Y.C.,61761,5256.4
9,2019-02-03 09:00:00,37.5,37.5,60.81,22.322459602589127,2.9,278.0,1021.6,10.5,6.7,Clear,EST,N.Y.C.,61761,5441.1
10,2019-02-03 10:00:00,40.6,40.6,54.56,22.3213502922276,1.4,305.0,1021.9,13.9,7.5,Clear,EST,N.Y.C.,61761,5587.5
11,2019-02-03 11:00:00,43.5,39.6,53.18,22.323740632218346,6.6,305.0,1021.9,13.9,7.4,Clear,EST,N.Y.C.,61761,5696.0
12,2019-02-03 12:00:00,47.5,45.0,49.06,22.32732531891984,5.4,309.0,1021.4,17.0,7.4,Clear,EST,N.Y.C.,61761,5689.3
13,2019-02-03 13:00:00,49.5,47.2,46.92,22.324704921897467,5.8,301.0,1020.5,17.0,8.2,Clear,EST,N.Y.C.,61761,5694.5
14,2019-02-03 14:00:00,51.5,51.5,45.25,22.323916153570476,2.4,283.0,1019.6,17.0,9.9,Clear,EST,N.Y.C.,61761,5675.0
15,2019-02-03 15:00:00,52.1,52.1,45.28,22.324207463766747,4.4,116.0,1019.1,20.8,9.9,Partially cloudy,EST,N.Y.C.,61761,5623.8
16,2019-02-03 16:00:00,50.7,50.7,48.86,22.324778898074577,8.7,178.0,1018.9,20.8,9.9,Partially cloudy,EST,N.Y.C.,61761,5655.6
17,2019-02-03 17:00:00,45.8,41.9,60.47,22.324986551245825,7.4,187.0,1019.0,20.8,8.8,Partially cloudy,EST,N.Y.C.,61761,5811.2
18,2019-02-03 18:00:00,43.6,39.4,66.37,22.32451879771102,7.3,153.0,1019.2,26.1,9.2,Partially cloudy,EST,N.Y.C.,61761,6055.9
19,2019-02-03 19:00:00,43.5,39.2,66.77,22.32448157287373,7.3,184.0,1019.2,20.8,9.2,Partially cloudy,EST,N.Y.C.,61761,6021.3
20,2019-02-03 20:00:00,43.4,40.0,67.87,22.324594656734384,5.8,180.0,1020.0,25.4,8.8,Partially cloudy,EST,N.Y.C.,61761,5915.8
21,2019-02-03 21:00:00,42.4,38.4,67.41,22.324672095327905,6.5,200.0,1020.3,19.2,9.9,Clear,EST,N.Y.C.,61761,5809.8
22,2019-02-03 22:00:00,42.6,38.6,60.7,22.324650734778572,6.3,182.0,1020.1,27.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5604.9
23,2019-02-03 23:00:00,42.2,38.4,59.66,22.324583571485125,6.0,200.0,1019.5,10.5,9.9,Clear,EST,N.Y.C.,61761,5382.4
0,2019-02-04 00:00:00,41.8,38.7,60.26,22.324596526239944,4.8,186.0,1019.4,10.5,9.9,Clear,EST,N.Y.C.,61761,5039.2
1,2019-02-04 01:00:00,40.9,37.2,62.35,22.324619516913184,5.4,183.0,1019.2,10.5,9.9,Clear,EST,N.Y.C.,61761,4834.8
2,2019-02-04 02:00:00,41.1,38.5,61.99,22.32462448894895,4.1,235.0,1019.3,10.5,9.9,Clear,EST,N.Y.C.,61761,4660.1
3,2019-02-04 03:00:00,40.3,40.3,66.39,22.324614967673153,0.0,0.0,1019.3,10.5,9.9,Clear,EST,N.Y.C.,61761,4590.2
4,2019-02-04 04:00:00,40.1,40.1,67.19,22.32460781425207,0.0,0.0,1018.7,4.4,9.9,Clear,EST,N.Y.C.,61761,4563.5
5,2019-02-04 05:00:00,40.4,40.4,66.67,22.324612662805464,0.0,0.0,1018.6,10.5,9.2,Clear,EST,N.Y.C.,61761,4681.2
6,2019-02-04 06:00:00,40.5,40.5,66.44,22.324615890118565,0.0,0.0,1018.5,10.5,9.9,Clear,EST,N.Y.C.,61761,5101.4
7,2019-02-04 07:00:00,40.0,36.7,68.25,22.32461516475964,4.8,204.0,1018.5,10.5,9.9,Clear,EST,N.Y.C.,61761,5663.2
8,2019-02-04 08:00:00,39.9,39.9,70.16,22.324613299921776,2.0,243.0,1018.8,10.5,7.4,Clear,EST,N.Y.C.,61761,6015.1
9,2019-02-04 09:00:00,44.9,44.9,61.52,22.3246129663715,1.4,0.0,1018.9,10.5,7.1,Clear,EST,N.Y.C.,61761,6185.4
10,2019-02-04 10:00:00,49.2,49.2,53.84,22.32461399679539,2.0,278.0,1019.0,10.5,8.2,Clear,EST,N.Y.C.,61761,6339.8
11,2019-02-04 11:00:00,53.8,53.8,47.77,22.324614263593375,4.7,180.0,1019.1,10.5,9.7,Clear,EST,N.Y.C.,61761,6318.3
12,2019-02-04 12:00:00,55.8,55.8,45.15,22.324613938288337,8.2,162.0,1018.4,10.5,8.8,Clear,EST,N.Y.C.,61761,6301.5
13,2019-02-04 13:00:00,58.5,58.5,41.16,22.324613692994074,9.4,180.0,1017.6,10.5,9.2,Clear,EST,N.Y.C.,61761,6293.1
14,2019-02-04 14:00:00,59.6,59.6,41.08,22.324613771608536,8.7,176.0,1017.0,10.5,9.9,Clear,EST,N.Y.C.,61761,6220.9
15,2019-02-04 15:00:00,59.6,59.6,41.5,22.324613932655943,9.0,184.0,1016.4,10.5,9.9,Clear,EST,N.Y.C.,61761,6162.0
16,2019-02-04 16:00:00,57.1,57.1,46.73,22.324613919828057,7.1,159.0,1016.4,10.5,9.9,Clear,EST,N.Y.C.,61761,6235.3
17,2019-02-04 17:00:00,55.4,55.4,49.96,22.32461385107499,7.3,151.0,1016.0,10.5,9.9,Clear,EST,N.Y.C.,61761,6293.1
18,2019-02-04 18:00:00,50.4,50.4,59.05,22.32461383363232,8.6,149.0,1015.9,10.5,9.9,Clear,EST,N.Y.C.,61761,6498.4
19,2019-02-04 19:00:00,48.5,47.1,63.76,22.324613861759968,4.1,134.0,1015.7,10.5,9.9,Clear,EST,N.Y.C.,61761,6311.6
20,2019-02-04 20:00:00,47.2,45.5,69.52,22.324613879790256,4.1,243.0,1016.0,10.5,9.9,Clear,EST,N.Y.C.,61761,6176.2
21,2019-02-04 21:00:00,47.0,46.0,69.43,22.32461386921712,3.4,117.0,1015.8,10.5,9.9,Clear,EST,N.Y.C.,61761,5978.7
22,2019-02-04 22:00:00,46.2,46.2,71.97,21.470511549245774,2.7,243.0,1015.8,10.5,9.7,Clear,EST,N.Y.C.,61761,5661.4
23,2019-02-04 23:00:00,45.9,45.9,74.57,21.328161165607572,2.7,125.0,1015.4,19.2,8.8,Clear,EST,N.Y.C.,61761,5310.7
0,2019-02-05 00:00:00,45.8,44.5,75.57,21.16208572093678,3.4,243.0,1015.3,19.2,8.6,Clear,EST,N.Y.C.,61761,4946.9
1,2019-02-05 01:00:00,45.2,43.9,76.63,20.968331030799582,3.4,132.0,1015.0,19.2,8.3,Clear,EST,N.Y.C.,61761,4660.6
2,2019-02-05 02:00:00,46.0,46.0,74.93,20.74228388930114,0.0,0.0,1014.8,34.2,8.9,Partially cloudy,EST,N.Y.C.,61761,4483.2
3,2019-02-05 03:00:00,44.2,44.2,76.23,20.47856222598181,0.0,0.0,1014.2,34.2,8.9,Partially cloudy,EST,N.Y.C.,61761,4377.9
4,2019-02-05 04:00:00,43.6,43.6,78.87,21.18277486180384,0.0,0.0,1013.8,34.2,8.2,Partially cloudy,EST,N.Y.C.,61761,4381.1
5,2019-02-05 05:00:00,43.9,42.4,77.32,21.16200538983188,3.4,107.0,1014.4,34.2,8.2,Partially cloudy,EST,N.Y.C.,61761,4465.7
6,2019-02-05 06:00:00,43.5,41.9,76.72,21.16199391395975,3.4,112.0,1013.9,88.9,9.0,Partially cloudy,EST,N.Y.C.,61761,4806.0
7,2019-02-05 07:00:00,47.2,47.2,68.46,21.18966004012549,2.0,110.0,1013.9,57.8,9.0,Partially cloudy,EST,N.Y.C.,61761,5310.3
8,2019-02-05 08:00:00,47.0,47.0,66.92,21.25357091881468,0.0,0.0,1014.5,85.8,9.3,Partially cloudy,EST,N.Y.C.,61761,5735.8
9,2019-02-05 09:00:00,49.8,49.8,62.42,21.364286446362232,2.0,88.0,1014.9,68.6,9.0,Partially cloudy,EST,N.Y.C.,61761,5959.6
10,2019-02-05 10:00:00,53.3,53.3,56.4,21.390216672727718,5.8,212.0,1015.0,78.0,9.6,Partially cloudy,EST,N.Y.C.,61761,6108.7
11,2019-02-05 11:00:00,55.4,55.4,52.23,21.42281828456998,6.0,214.0,1014.8,96.5,9.9,Overcast,EST,N.Y.C.,61761,6146.8
12,2019-02-05 12:00:00,57.5,57.5,49.89,21.460078908942872,9.2,230.0,1014.0,28.7,9.2,Partially cloudy,EST,N.Y.C.,61761,6087.4
13,2019-02-05 13:00:00,48.54,48.230000000000004,46.41,21.498710175916784,4.4,260.0,1013.3,25.4,9.2,Partially cloudy,EST,N.Y.C.,61761,6047.4
14,2019-02-05 14:00:00,48.974000000000004,48.633,44.07,21.53373006978851,5.3,201.0,1013.0,20.3,8.5,Partially cloudy,EST,N.Y.C.,61761,6018.6
15,2019-02-05 15:00:00,49.5114,49.1363,44.73,21.55793630170655,9.4,243.0,1012.9,14.1,9.2,Clear,EST,N.Y.C.,61761,6035.3
16,2019-02-05 16:00:00,50.07254,49.809929999999994,46.17,21.581896248703526,8.8,226.0,1013.3,20.3,9.9,Partially cloudy,EST,N.Y.C.,61761,6070.1
17,2019-02-05 17:00:00,50.729794000000005,50.600923,48.43,17.2,6.3,282.0,1013.9,20.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6147.5
18,2019-02-05 18:00:00,51.0827734,50.941015300000004,53.31,21.628712132685894,8.5,298.0,1014.9,20.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6317.3
19,2019-02-05 19:00:00,59.1,59.1,53.26,21.65037912548075,9.4,298.0,1015.8,25.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6169.9
20,2019-02-05 20:00:00,58.9,58.9,53.04,21.669820634762786,3.3,316.0,1016.2,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5980.2
21,2019-02-05 21:00:00,55.8,55.8,57.53,21.688468023605495,13.2,334.0,1017.5,29.0,9.9,Partially cloudy,EST,N.Y.C.,61761,5783.7
22,2019-02-05 22:00:00,50.6,50.6,63.04,21.706229986089156,12.4,354.0,1018.2,25.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5532.3
23,2019-02-05 23:00:00,46.8,40.2,65.87,26.4,16.3,358.0,1019.3,34.7,9.9,Partially cloudy,EST,N.Y.C.,61761,5197.5
0,2019-02-06 00:00:00,44.8,39.2,68.37,22.622979553987637,10.9,2.0,1019.6,15.6,9.9,Clear,EST,N.Y.C.,61761,4824.9
1,2019-02-06 01:00:00,43.0,37.3,69.58,22.81749963968901,10.3,2.0,1020.0,10.5,9.9,Clear,EST,N.Y.C.,61761,4520.1
2,2019-02-06 02:00:00,41.2,35.4,69.39,23.04703544067426,9.4,2.0,1020.5,10.5,9.9,Clear,EST,N.Y.C.,61761,4414.3
3,2019-02-06 03:00:00,39.4,33.0,71.1,23.318748924088013,9.8,18.0,1020.8,10.5,9.9,Clear,EST,N.Y.C.,61761,4330.6
4,2019-02-06 04:00:00,38.5,31.6,67.3,23.641252711687788,10.3,18.0,1021.3,6.1,9.9,Clear,EST,N.Y.C.,61761,4338.9
5,2019-02-06 05:00:00,37.6,31.0,64.56,23.08950325402534,9.2,14.0,1022.0,10.5,9.9,Clear,EST,N.Y.C.,61761,4425.4
6,2019-02-06 06:00:00,36.8,30.2,60.16,23.18280799403288,9.0,26.0,1021.9,19.2,9.9,Clear,EST,N.Y.C.,61761,4852.8
7,2019-02-06 07:00:00,35.8,29.7,61.39,23.25586966490166,7.6,52.0,1022.4,19.2,9.9,Clear,EST,N.Y.C.,61761,5445.6
8,2019-02-06 08:00:00,36.7,31.7,61.63,24.231363758122615,6.1,28.0,1023.5,17.2,9.9,Clear,EST,N.Y.C.,61761,5840.8
9,2019-02-06 09:00:00,38.7,34.5,55.87,24.38346623046171,5.6,48.0,1024.1,17.2,9.9,Clear,EST,N.Y.C.,61761,6077.3
10,2019-02-06 10:00:00,40.5,35.6,53.67,24.5071684835907,7.3,60.0,1023.8,17.2,9.9,Clear,EST,N.Y.C.,61761,6150.2
11,2019-02-06 11:00:00,41.2,37.5,52.78,24.743446021851593,5.4,73.0,1023.8,20.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6145.8
12,2019-02-06 12:00:00,43.6,39.0,50.0,25.00355235982138,8.0,50.0,1022.9,21.7,9.9,Partially cloudy,EST,N.Y.C.,61761,6182.9
13,2019-02-06 13:00:00,45.2,39.5,48.14,25.294832808974665,11.9,79.0,1022.1,22.5,9.9,Partially cloudy,EST,N.Y.C.,61761,6154.0
14,2019-02-06 14:00:00,43.7,37.9,51.81,25.472077650783344,10.8,97.0,1021.9,97.5,9.9,Overcast,EST,N.Y.C.,61761,6182.5
15,2019-02-06 15:00:00,42.1,36.3,57.1,25.653512887503613,10.0,77.0,1021.6,100.0,9.9,Overcast,EST,N.Y.C.,61761,6215.5
16,2019-02-06 16:00:00,43.8,38.3,63.46,25.844570288155765,10.0,148.0,1021.0,56.0,9.9,Partially cloudy,EST,N.Y.C.,61761,6263.5
17,2019-02-06 17:00:00,42.9,37.0,67.49,26.02809099920646,10.8,110.0,1020.8,71.1,9.9,Partially cloudy,EST,N.Y.C.,61761,6404.1
18,2019-02-06 18:00:00,42.4,35.8,72.7,26.198847439103975,12.1,106.0,1020.4,92.5,9.9,Overcast,EST,N.Y.C.,61761,6510.1
19,2019-02-06 19:00:00,42.0,35.4,82.41,26.349516544125525,11.7,122.0,1020.2,97.5,6.4,"Rain, Overcast",EST,N.Y.C.,61761,6324.8
20,2019-02-06 20:00:00,41.7,34.4,88.34,26.495756359682556,13.7,102.0,1019.1,97.5,8.2,"Rain, Overcast",EST,N.Y.C.,61761,6168.4
21,2019-02-06 21:00:00,42.0,37.7,88.14,26.63613027171238,6.7,81.0,1018.8,97.5,4.5,"Rain, Overcast",EST,N.Y.C.,61761,5991.7
22,2019-02-06 22:00:00,41.0,35.4,94.12,26.768056935638484,8.9,54.0,1018.8,93.1,2.4,"Rain, Overcast",EST,N.Y.C.,61761,5677.1
23,2019-02-06 23:00:00,40.3,34.2,92.61,26.891384591710487,9.4,35.0,1018.4,97.2,2.2,"Rain, Overcast",EST,N.Y.C.,61761,5375.5
0,2019-02-07 00:00:00,39.4,31.5,95.57,27.006807450478238,13.9,28.0,1018.3,98.4,3.3,"Rain, Overcast",EST,N.Y.C.,61761,4960.0
1,2019-02-07 01:00:00,39.3,31.2,94.04,27.11635593487036,14.2,38.0,1017.4,99.0,3.3,"Rain, Overcast",EST,N.Y.C.,61761,4724.3
2,2019-02-07 02:00:00,38.5,29.6,96.32,27.219789197401656,16.2,32.0,1017.0,100.0,8.8,"Rain, Overcast",EST,N.Y.C.,61761,4561.1
3,2019-02-07 03:00:00,38.7,29.2,93.5,28.9,18.6,32.0,1016.5,100.0,8.9,Overcast,EST,N.Y.C.,61761,4473.5
4,2019-02-07 04:00:00,39.5,31.7,91.71,27.42686743489215,13.5,38.0,1016.6,100.0,8.5,Overcast,EST,N.Y.C.,61761,4462.6
5,2019-02-07 05:00:00,39.5,31.5,93.73,27.533964003528485,14.1,16.0,1016.5,100.0,6.0,Overcast,EST,N.Y.C.,61761,4544.3
6,2019-02-07 06:00:00,39.8,33.7,93.74,27.63939531413853,9.4,22.0,1017.4,100.0,9.7,Overcast,EST,N.Y.C.,61761,4905.5
7,2019-02-07 07:00:00,39.8,33.9,91.0,27.744003189992164,9.0,10.0,1017.5,100.0,6.7,Overcast,EST,N.Y.C.,61761,5502.7
8,2019-02-07 08:00:00,39.5,34.1,92.05,27.848845988510266,7.9,4.0,1018.3,100.0,7.9,Overcast,EST,N.Y.C.,61761,5945.8
9,2019-02-07 09:00:00,40.1,33.7,90.09,27.63861518621232,10.1,26.0,1018.6,100.0,9.0,Overcast,EST,N.Y.C.,61761,6183.0
10,2019-02-07 10:00:00,41.3,34.7,88.51,27.68096473647635,11.3,23.0,1019.2,100.0,7.3,Overcast,EST,N.Y.C.,61761,6292.9
11,2019-02-07 11:00:00,42.2,36.4,88.0,27.710364883065928,9.8,39.0,1019.4,100.0,6.7,Overcast,EST,N.Y.C.,61761,6365.8
12,2019-02-07 12:00:00,42.9,37.7,85.45,27.724558796851408,8.8,45.0,1019.0,100.0,9.8,Overcast,EST,N.Y.C.,61761,6402.3
13,2019-02-07 13:00:00,43.2,38.9,84.49,27.72066991822325,7.3,48.0,1018.7,100.0,9.7,Overcast,EST,N.Y.C.,61761,6381.2
14,2019-02-07 14:00:00,43.8,40.3,84.99,27.695034704165856,6.1,61.0,1018.4,100.0,9.9,Overcast,EST,N.Y.C.,61761,6358.6
15,2019-02-07 15:00:00,43.8,40.7,84.51,27.70631860775656,5.4,50.0,1019.1,100.0,9.2,Overcast,EST,N.Y.C.,61761,6334.0
16,2019-02-07 16:00:00,44.0,39.6,85.19,27.7113893820126,7.8,54.0,1018.6,100.0,7.5,Overcast,EST,N.Y.C.,61761,6389.0
17,2019-02-07 17:00:00,43.4,39.5,87.23,26.742995234834947,6.5,61.0,1018.2,100.0,7.4,Overcast,EST,N.Y.C.,61761,6473.3
18,2019-02-07 18:00:00,43.0,39.3,87.7,26.239486835284744,6.1,58.0,1018.3,100.0,8.4,Overcast,EST,N.Y.C.,61761,6571.8
19,2019-02-07 19:00:00,43.2,40.9,87.85,27.511903095506838,4.1,51.0,1018.9,100.0,6.2,Overcast,EST,N.Y.C.,61761,6379.5
20,2019-02-07 20:00:00,43.2,39.2,90.82,28.734677017266183,6.7,92.0,1018.8,100.0,4.0,Overcast,EST,N.Y.C.,61761,6222.8
21,2019-02-07 21:00:00,43.1,38.4,91.37,30.304045156490524,7.8,80.0,1017.1,100.0,2.9,"Rain, Overcast",EST,N.Y.C.,61761,6011.7
22,2019-02-07 22:00:00,42.6,39.7,92.27,31.266646121762108,4.7,69.0,1016.8,100.0,3.2,Overcast,EST,N.Y.C.,61761,5718.5
23,2019-02-07 23:00:00,42.2,38.5,93.07,31.9213965188592,5.8,85.0,1016.4,100.0,2.6,Overcast,EST,N.Y.C.,61761,5310.7
0,2019-02-08 00:00:00,42.2,37.5,91.69,32.93374368537575,7.5,123.0,1015.5,98.9,3.0,Overcast,EST,N.Y.C.,61761,4951.9
1,2019-02-08 01:00:00,42.0,36.9,91.29,33.904322035696694,8.2,116.0,1014.3,100.0,8.4,"Rain, Overcast",EST,N.Y.C.,61761,4659.8
2,2019-02-08 02:00:00,41.7,38.0,92.9,34.44867690121228,5.8,51.0,1015.7,90.0,2.0,"Rain, Partially cloudy",EST,N.Y.C.,61761,4514.6
3,2019-02-08 03:00:00,43.0,43.0,88.84,34.69217407893163,1.4,308.0,1014.1,53.3,9.8,"Rain, Partially cloudy",EST,N.Y.C.,61761,4457.6
4,2019-02-08 04:00:00,42.9,42.9,89.38,34.558841954122094,2.7,117.0,1013.2,99.0,9.7,Overcast,EST,N.Y.C.,61761,4430.3
5,2019-02-08 05:00:00,42.9,42.9,91.87,34.6465421475188,2.0,103.0,1012.5,84.1,9.2,Partially cloudy,EST,N.Y.C.,61761,4524.6
6,2019-02-08 06:00:00,42.5,39.6,91.42,34.786871427235866,4.7,286.0,1013.1,100.0,8.4,Overcast,EST,N.Y.C.,61761,4879.7
7,2019-02-08 07:00:00,43.2,41.3,91.34,34.781655325451034,3.7,240.20833333333334,1012.7,72.1,8.9,"Rain, Partially cloudy",EST,N.Y.C.,61761,5456.4
8,2019-02-08 08:00:00,43.8,40.0,92.42,34.898384996821875,6.5,178.0,1012.5,86.1,4.3,"Rain, Partially cloudy",EST,N.Y.C.,61761,5880.2
9,2019-02-08 09:00:00,44.3,40.9,92.44,34.9487407205068,6.0,180.0,1011.3,92.5,6.4,"Rain, Overcast",EST,N.Y.C.,61761,6143.4
10,2019-02-08 10:00:00,44.5,40.0,90.64,34.84618237467541,8.1,230.0,1011.6,93.1,6.8,"Rain, Overcast",EST,N.Y.C.,61761,6308.8
11,2019-02-08 11:00:00,44.9,41.1,90.35,34.965076451862124,6.9,230.0,1012.1,65.3,6.7,"Rain, Partially cloudy",EST,N.Y.C.,61761,6388.6
12,2019-02-08 12:00:00,47.4,41.5,82.42,21.9,14.3,236.0,1012.2,82.4,9.9,Partially cloudy,EST,N.Y.C.,61761,6349.3
13,2019-02-08 13:00:00,50.5,50.5,72.72,24.2,14.1,248.0,1011.8,79.2,9.9,Partially cloudy,EST,N.Y.C.,61761,6249.3
14,2019-02-08 14:00:00,53.7,53.7,45.82,37.9,27.4,278.0,1012.2,30.6,9.9,Partially cloudy,EST,N.Y.C.,61761,6160.9
15,2019-02-08 15:00:00,54.0,54.0,34.92,38.7,22.4,270.0,1013.0,13.9,9.9,Clear,EST,N.Y.C.,61761,6124.1
16,2019-02-08 16:00:00,51.5,51.5,27.07,43.4,27.0,264.0,1013.9,20.8,9.9,Partially cloudy,EST,N.Y.C.,61761,6163.4
17,2019-02-08 17:00:00,48.1,40.4,26.6,38.3,24.1,284.0,1015.3,17.0,9.9,Clear,EST,N.Y.C.,61761,6250.3
18,2019-02-08 18:00:00,45.2,37.1,30.56,34.6,21.1,268.0,1016.7,13.9,9.9,Clear,EST,N.Y.C.,61761,6376.8
19,2019-02-08 19:00:00,42.4,32.5,34.3,39.4,25.5,266.0,1018.3,10.5,9.9,Clear,EST,N.Y.C.,61761,6271.5
20,2019-02-08 20:00:00,38.8,27.1,34.06,41.1,28.5,276.0,1020.0,10.5,9.9,Clear,EST,N.Y.C.,61761,6114.9
21,2019-02-08 21:00:00,36.2,24.4,37.18,36.9,24.8,270.0,1021.7,10.5,9.9,Clear,EST,N.Y.C.,61761,5980.2
22,2019-02-08 22:00:00,34.3,23.5,39.08,34.2,18.3,276.0,1022.5,10.5,9.9,Clear,EST,N.Y.C.,61761,5834.0
23,2019-02-08 23:00:00,33.2,22.0,38.91,29.0,18.3,266.0,1024.1,10.5,9.9,Clear,EST,N.Y.C.,61761,5542.5
0,2019-02-09 00:00:00,32.3,20.1,38.58,33.5,20.8,290.0,1025.1,13.9,9.9,Clear,EST,N.Y.C.,61761,5239.8
1,2019-02-09 01:00:00,30.3,17.9,37.23,35.6,19.3,290.0,1026.2,10.5,9.9,Clear,EST,N.Y.C.,61761,5001.7
2,2019-02-09 02:00:00,29.4,15.9,39.94,33.8,22.4,300.0,1027.0,10.5,9.9,Clear,EST,N.Y.C.,61761,4849.9
3,2019-02-09 03:00:00,28.3,14.2,39.78,36.9,23.6,304.0,1028.0,10.5,9.9,Clear,EST,N.Y.C.,61761,4723.7
4,2019-02-09 04:00:00,27.0,13.1,39.31,35.8,21.1,310.0,1028.6,10.5,9.9,Clear,EST,N.Y.C.,61761,4686.7
5,2019-02-09 05:00:00,26.3,12.2,40.12,32.2,21.0,302.0,1029.9,13.9,9.9,Clear,EST,N.Y.C.,61761,4728.5
6,2019-02-09 06:00:00,25.3,10.6,39.4,37.5,22.0,308.0,1031.4,12.0,9.9,Clear,EST,N.Y.C.,61761,4878.8
7,2019-02-09 07:00:00,24.2,8.8,41.72,36.3,23.1,320.0,1032.6,19.1,9.9,Clear,EST,N.Y.C.,61761,5103.1
8,2019-02-09 08:00:00,24.2,9.2,39.91,34.6,21.7,300.0,1034.1,13.9,9.9,Clear,EST,N.Y.C.,61761,5412.5
9,2019-02-09 09:00:00,24.7,9.2,36.3,36.8,24.0,324.0,1034.8,13.9,9.9,Clear,EST,N.Y.C.,61761,5656.9
10,2019-02-09 10:00:00,25.8,10.4,34.92,40.3,24.9,314.0,1035.5,13.9,9.9,Clear,EST,N.Y.C.,61761,5842.5
11,2019-02-09 11:00:00,27.7,12.6,34.7,38.8,26.3,313.0,1035.8,12.3,9.9,Clear,EST,N.Y.C.,61761,5958.3
12,2019-02-09 12:00:00,29.7,16.1,33.73,35.7,23.0,312.0,1035.9,12.3,9.9,Clear,EST,N.Y.C.,61761,6002.6
13,2019-02-09 13:00:00,30.3,16.1,34.43,35.7,25.9,314.0,1035.6,12.3,9.9,Clear,EST,N.Y.C.,61761,5981.4
14,2019-02-09 14:00:00,31.5,18.4,33.66,32.6,23.4,310.0,1035.7,10.5,9.9,Clear,EST,N.Y.C.,61761,5887.9
15,2019-02-09 15:00:00,32.3,20.3,33.62,30.7,20.4,322.0,1036.1,10.5,9.9,Clear,EST,N.Y.C.,61761,5872.8
16,2019-02-09 16:00:00,31.5,19.8,34.8,30.3,18.3,318.0,1036.9,10.5,9.9,Clear,EST,N.Y.C.,61761,5879.3
17,2019-02-09 17:00:00,30.8,18.7,35.7,24.6,19.1,316.0,1037.2,6.1,9.9,Clear,EST,N.Y.C.,61761,6012.5
18,2019-02-09 18:00:00,30.1,19.4,37.9,19.7,14.3,316.0,1038.0,6.1,9.9,Clear,EST,N.Y.C.,61761,6179.3
19,2019-02-09 19:00:00,29.8,17.8,38.89,20.8,17.7,310.0,1038.8,0.0,9.9,Clear,EST,N.Y.C.,61761,6223.0
20,2019-02-09 20:00:00,28.9,18.2,39.88,23.977777777777778,13.5,310.0,1039.3,0.0,9.9,Clear,EST,N.Y.C.,61761,6129.6
21,2019-02-09 21:00:00,28.3,16.5,42.25,20.8,16.0,300.0,1040.3,0.0,9.9,Clear,EST,N.Y.C.,61761,6013.2
22,2019-02-09 22:00:00,27.2,16.7,45.85,24.2,12.2,308.0,1040.4,0.0,9.9,Clear,EST,N.Y.C.,61761,5832.9
23,2019-02-09 23:00:00,26.8,15.0,45.76,26.4,14.8,314.0,1040.1,0.0,9.9,Clear,EST,N.Y.C.,61761,5638.6
0,2019-02-10 00:00:00,26.3,16.2,48.0,22.412962962962965,10.8,326.0,1040.2,0.0,9.9,Clear,EST,N.Y.C.,61761,5377.8
1,2019-02-10 01:00:00,25.9,16.8,48.16,22.68179012345679,8.9,328.0,1039.8,0.0,9.9,Clear,EST,N.Y.C.,61761,5150.5
2,2019-02-10 02:00:00,25.2,14.3,49.71,22.46579218106996,11.7,338.0,1039.0,0.0,9.9,Clear,EST,N.Y.C.,61761,4985.8
3,2019-02-10 03:00:00,24.4,14.3,51.27,22.743424211248286,10.0,327.0,1038.3,0.0,9.9,Clear,EST,N.Y.C.,61761,4878.8
4,2019-02-10 04:00:00,25.2,15.2,50.42,22.500661579789664,10.0,318.0,1038.4,0.0,9.9,Clear,EST,N.Y.C.,61761,4815.6
5,2019-02-10 05:00:00,24.2,15.0,52.84,21.850771843087944,8.4,310.0,1038.8,0.0,9.9,Clear,EST,N.Y.C.,61761,4805.8
6,2019-02-10 06:00:00,24.0,15.0,52.19,21.757073323108774,8.1,289.0,1039.3,0.0,9.9,Clear,EST,N.Y.C.,61761,4880.9
7,2019-02-10 07:00:00,23.1,13.7,54.24,21.602953856384104,8.4,289.0,1038.8,10.5,9.9,Clear,EST,N.Y.C.,61761,5004.9
8,2019-02-10 08:00:00,23.4,14.6,54.47,21.45914746893646,7.8,300.0,1038.4,10.5,9.9,Clear,EST,N.Y.C.,61761,5213.0
9,2019-02-10 09:00:00,25.6,16.6,51.86,21.245101345217822,8.7,324.0,1038.6,10.5,9.9,Clear,EST,N.Y.C.,61761,5426.6
10,2019-02-10 10:00:00,26.7,18.9,49.0,21.035841306122517,7.4,322.0,1037.6,10.5,9.9,Clear,EST,N.Y.C.,61761,5560.5
