,Time Stamp,temp,humidity,windgust,windspeed,sealevelpressure,cloudcover,visibility,conditions,Time Zone,Name,PTID,Load
0,2021-01-01 00:00:00,36.0,,,5.0,1029.5,10.5,9.9,Clear,EST,N.Y.C.,61761,4915.3086
1,2021-01-01 01:00:00,35.3,,,2.9,1030.1,10.5,9.9,Clear,EST,N.Y.C.,61761,4715.1763
2,2021-01-01 02:00:00,35.2,,,5.2,1030.9,10.5,9.9,Clear,EST,N.Y.C.,61761,4545.7417
3,2021-01-01 03:00:00,35.0,,,4.9,1031.4,10.5,9.9,Clear,EST,N.Y.C.,61761,4427.5566
4,2021-01-01 04:00:00,34.5,,,6.1,1031.6,10.5,9.9,Clear,EST,N.Y.C.,61761,4340.761
5,2021-01-01 05:00:00,33.5,,,4.9,1031.9,10.5,9.9,Clear,EST,N.Y.C.,61761,4352.659
6,2021-01-01 06:00:00,33.8,56.42,,4.7,1032.1,10.5,9.9,Clear,EST,N.Y.C.,61761,4418.444
7,2021-01-01 07:00:00,33.5,56.36666666666667,,5.6,1032.8,20.3,9.9,Partially cloudy,EST,N.Y.C.,61761,4525.735
8,2021-01-01 08:00:00,33.5,56.66933333333333,,5.4,1033.4,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4602.133
9,2021-01-01 09:00:00,34.8,56.586571428571425,,8.5,1033.6,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4736.535
10,2021-01-01 10:00:00,36.2,56.42,,9.6,1033.6,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4805.109
11,2021-01-01 11:00:00,37.3,56.26,,4.1,1033.3,34.5,9.9,Partially cloudy,EST,N.Y.C.,61761,4973.66
12,2021-01-01 12:00:00,37.9,57.88,,6.1,1031.2,37.7,9.9,Partially cloudy,EST,N.Y.C.,61761,5127.506
13,2021-01-01 13:00:00,38.9,56.09,,4.2,1030.6,37.7,9.9,Partially cloudy,EST,N.Y.C.,61761,5217.4277
14,2021-01-01 14:00:00,39.1,59.67,,6.9,1029.5,38.4,9.350000000000001,Partially cloudy,EST,N.Y.C.,61761,5194.357
15,2021-01-01 15:00:00,39.1,61.88,,5.2,1030.4333333333334,69.2,9.01,Partially cloudy,EST,N.Y.C.,61761,5251.25
16,2021-01-01 16:00:00,38.6,66.59,,4.4,1030.1777777777777,100.0,8.093333333333332,Overcast,EST,N.Y.C.,61761,5366.0205
17,2021-01-01 17:00:00,37.7,75.31,,5.9,1030.0370370370372,100.0,7.236190476190477,"Rain, Overcast",EST,N.Y.C.,61761,5534.993
18,2021-01-01 18:00:00,37.5,79.36,,7.5,1030.2160493827162,100.0,7.7,"Rain, Overcast",EST,N.Y.C.,61761,5558.6455
19,2021-01-01 19:00:00,37.3,82.95,,8.7,1030.1436213991772,100.0,8.2,"Rain, Overcast",EST,N.Y.C.,61761,5529.159
20,2021-01-01 20:00:00,37.5,87.73,,7.7,1030.1322359396436,100.0,4.4,"Rain, Overcast",EST,N.Y.C.,61761,5461.4443
21,2021-01-01 21:00:00,37.5,88.44,,7.4,1030.163968907179,100.0,3.9,"Rain, Overcast",EST,N.Y.C.,61761,5350.9033
22,2021-01-01 22:00:00,37.6,90.81,,8.7,1025.6349565615,100.0,2.6,"Rain, Overcast",EST,N.Y.C.,61761,5238.9976
23,2021-01-01 23:00:00,37.6,91.33,,6.8,1021.7262322816647,100.0,3.1,"Rain, Overcast",EST,N.Y.C.,61761,5050.496
0,2021-01-02 00:00:00,38.6,90.36,,9.2,1018.1875262917239,100.0,6.9,"Rain, Overcast",EST,N.Y.C.,61761,4805.0996
1,2021-01-02 01:00:00,38.6,91.93,,9.7,1014.9783878764126,100.0,2.8,"Rain, Overcast",EST,N.Y.C.,61761,4599.505
2,2021-01-02 02:00:00,36.4,94.44,,10.4,1012.1,100.0,2.9,"Rain, Overcast",EST,N.Y.C.,61761,4443.2207
3,2021-01-02 03:00:00,37.6,91.41,,8.8,1010.6,100.0,3.5,"Rain, Overcast",EST,N.Y.C.,61761,4332.0977
4,2021-01-02 04:00:00,38.1,95.54,,5.3,1008.9,100.0,3.2,"Rain, Overcast",EST,N.Y.C.,61761,4258.6074
5,2021-01-02 05:00:00,39.1,93.29,,1.8,1007.7,100.0,3.2,Overcast,EST,N.Y.C.,61761,4259.549
6,2021-01-02 06:00:00,38.0,91.27,17.9,7.1,1007.1,100.0,3.2,Overcast,EST,N.Y.C.,61761,4321.598
7,2021-01-02 07:00:00,37.7,93.98,20.433333333333334,2.2,1007.7,100.0,4.2,Overcast,EST,N.Y.C.,61761,4481.8047
8,2021-01-02 08:00:00,39.2,92.04,21.786666666666665,5.5,1008.3,100.0,4.2,Overcast,EST,N.Y.C.,61761,4611.4766
9,2021-01-02 09:00:00,40.7,89.76,22.84571428571428,6.8,1008.5,89.5,8.0,Partially cloudy,EST,N.Y.C.,61761,4783.7207
10,2021-01-02 10:00:00,46.0,76.68,17.9,8.3,1008.5,19.2,9.9,Clear,EST,N.Y.C.,61761,4877.4326
11,2021-01-02 11:00:00,50.5,66.27,25.5,13.9,1008.9,73.9,9.9,Partially cloudy,EST,N.Y.C.,61761,4960.8223
12,2021-01-02 12:00:00,51.4,59.09,27.2,13.8,1008.7,65.0,9.9,Partially cloudy,EST,N.Y.C.,61761,5007.4756
13,2021-01-02 13:00:00,51.5,57.52,29.2,15.6,1008.9,44.6,9.9,Partially cloudy,EST,N.Y.C.,61761,5059.929
14,2021-01-02 14:00:00,50.9,55.13,25.0,11.5,1010.3,65.0,9.9,Partially cloudy,EST,N.Y.C.,61761,5042.5483
15,2021-01-02 15:00:00,49.5,53.59,29.5,15.9,1012.0,35.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5023.2373
16,2021-01-02 16:00:00,47.2,52.68,33.9,13.5,1013.8,25.4,9.9,Partially cloudy,EST,N.Y.C.,61761,5110.2935
17,2021-01-02 17:00:00,44.7,54.28,29.2,12.2,1015.2,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5335.6836
18,2021-01-02 18:00:00,42.9,57.66,26.5,12.4,1016.4,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5523.9326
19,2021-01-02 19:00:00,42.4,57.53,16.3,7.4,1017.4,19.2,9.9,Clear,EST,N.Y.C.,61761,5477.5767
20,2021-01-02 20:00:00,40.6,63.21,24.0,9.4,1018.3,25.4,9.9,Partially cloudy,EST,N.Y.C.,61761,5395.6074
21,2021-01-02 21:00:00,39.7,65.46,22.266666666666666,7.7,1018.4,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5320.67
22,2021-01-02 22:00:00,38.8,66.08,20.855555555555554,3.1,1019.3,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5157.913
23,2021-01-02 23:00:00,38.4,66.92,22.374074074074073,6.2,1019.5,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4968.661
0,2021-01-03 00:00:00,37.6,69.49,21.832098765432097,7.4,1019.8,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4750.788
1,2021-01-03 01:00:00,37.0,69.89,21.687242798353907,6.2,1019.9,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4544.0576
2,2021-01-03 02:00:00,36.1,70.03,21.96447187928669,8.5,1020.1,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4389.069
3,2021-01-03 03:00:00,35.9,70.18,21.827937814357565,8.3,1019.7,35.9,9.9,Partially cloudy,EST,N.Y.C.,61761,4301.04
4,2021-01-03 04:00:00,34.8,71.23,21.826550830666054,8.3,1019.6,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,4250.2026
5,2021-01-03 05:00:00,35.0,72.89,21.87298684143677,10.0,1018.7,35.9,9.9,Partially cloudy,EST,N.Y.C.,61761,4247.756
6,2021-01-03 06:00:00,35.2,75.71,21.84249182882013,10.0,1018.3,55.1,9.9,Partially cloudy,EST,N.Y.C.,61761,4319.134
7,2021-01-03 07:00:00,35.4,77.0,21.847343166974316,7.1,1019.8,100.0,9.9,Overcast,EST,N.Y.C.,61761,4421.0576
8,2021-01-03 08:00:00,36.1,75.3,21.865705459307804,10.0,1020.0,100.0,9.9,Overcast,EST,N.Y.C.,61761,4574.5264
9,2021-01-03 09:00:00,36.1,75.3,21.431108091020448,9.2,1020.5,100.0,9.9,Overcast,EST,N.Y.C.,61761,4785.3896
10,2021-01-03 10:00:00,36.3,77.54,20.657359452883764,10.0,1020.0,100.0,6.6,"Rain, Overcast",EST,N.Y.C.,61761,5001.61
11,2021-01-03 11:00:00,35.6,83.55,20.822024714744575,10.4,1018.4,93.1,7.7,"Rain, Overcast",EST,N.Y.C.,61761,5215.347
12,2021-01-03 12:00:00,36.1,84.75,21.9,14.1,1016.1,100.0,9.7,Overcast,EST,N.Y.C.,61761,5306.3306
13,2021-01-03 13:00:00,37.2,82.12,19.7,10.0,1014.8,100.0,9.7,Overcast,EST,N.Y.C.,61761,5403.757
14,2021-01-03 14:00:00,37.9,82.89,17.2,11.4,1014.5,100.0,9.3,Overcast,EST,N.Y.C.,61761,5444.418
15,2021-01-03 15:00:00,37.5,85.12,23.0,12.8,1014.3,100.0,6.6,Overcast,EST,N.Y.C.,61761,5476.6777
16,2021-01-03 16:00:00,37.5,87.53,21.9,15.0,1014.0,100.0,3.5,"Rain, Overcast",EST,N.Y.C.,61761,5552.794
17,2021-01-03 17:00:00,37.3,88.94,23.6,14.9,1013.8,100.0,6.0,"Rain, Overcast",EST,N.Y.C.,61761,5694.8584
18,2021-01-03 18:00:00,37.5,88.24,26.2,13.5,1013.8,100.0,3.4,"Rain, Overcast",EST,N.Y.C.,61761,5742.033
19,2021-01-03 19:00:00,36.6,90.89,16.1,11.2,1014.5,100.0,3.8,"Rain, Overcast",EST,N.Y.C.,61761,5691.7993
20,2021-01-03 20:00:00,36.4,91.04,21.0,12.6,1014.5,100.0,5.0,"Rain, Overcast",EST,N.Y.C.,61761,5613.9014
21,2021-01-03 21:00:00,36.3,89.55,18.3,9.7,1014.0,100.0,9.0,Overcast,EST,N.Y.C.,61761,5467.4824
22,2021-01-03 22:00:00,36.4,90.31,19.05,13.3,1013.9,100.0,8.6,Overcast,EST,N.Y.C.,61761,5324.291
23,2021-01-03 23:00:00,37.3,88.38,20.8,12.9,1013.8,100.0,7.8,"Rain, Overcast",EST,N.Y.C.,61761,5024.0986
0,2021-01-04 00:00:00,36.6,90.89,19.383333333333336,10.7,1013.7,100.0,8.0,"Rain, Overcast",EST,N.Y.C.,61761,4752.9575
1,2021-01-04 01:00:00,36.3,88.83,19.744444444444444,8.2,1013.7,100.0,8.6,"Rain, Overcast",EST,N.Y.C.,61761,4572.476
2,2021-01-04 02:00:00,36.1,87.93,19.975925925925925,8.4,1014.0,100.0,9.0,Overcast,EST,N.Y.C.,61761,4406.779
3,2021-01-04 03:00:00,35.6,87.28,19.701234567901235,5.0,1014.2,100.0,9.0,"Rain, Overcast",EST,N.Y.C.,61761,4331.93
4,2021-01-04 04:00:00,35.4,87.07,19.807201646090533,7.3,1014.2,98.2,9.6,Overcast,EST,N.Y.C.,61761,4311.929
5,2021-01-04 05:00:00,35.5,86.52,19.828120713305896,5.6,1014.2,85.1,9.9,Partially cloudy,EST,N.Y.C.,61761,4387.5723
6,2021-01-04 06:00:00,35.7,83.6,19.77885230909922,8.1,1014.6,97.5,9.9,Overcast,EST,N.Y.C.,61761,4643.6426
7,2021-01-04 07:00:00,35.7,82.97,19.804724889498548,2.2,1015.5,100.0,9.9,Overcast,EST,N.Y.C.,61761,5063.2236
8,2021-01-04 08:00:00,36.2,81.79,19.803899303967885,5.9,1015.9,97.5,9.9,Overcast,EST,N.Y.C.,61761,5431.0107
9,2021-01-04 09:00:00,37.3,78.32,19.795825500855216,7.8,1016.5,95.7,9.9,Overcast,EST,N.Y.C.,61761,5730.299
10,2021-01-04 10:00:00,38.7,75.03,19.80148323144055,5.6,1016.1,82.6,9.9,Partially cloudy,EST,N.Y.C.,61761,5770.9463
11,2021-01-04 11:00:00,40.0,71.34,19.800402678754548,6.5,1015.5,14.1,9.9,Clear,EST,N.Y.C.,61761,5777.572
12,2021-01-04 12:00:00,42.9,68.68,19.79923713701677,5.2,1014.3,30.7,9.9,Partially cloudy,EST,N.Y.C.,61761,5773.036
13,2021-01-04 13:00:00,42.7,66.18,19.800374349070623,8.1,1014.1,88.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5810.242
14,2021-01-04 14:00:00,42.5,66.58,19.80000472161398,6.3,1013.8,95.7,9.9,Overcast,EST,N.Y.C.,61761,5871.3125
15,2021-01-04 15:00:00,41.5,68.84,19.799872069233793,4.1,1014.4,100.0,9.9,Overcast,EST,N.Y.C.,61761,5936.7104
16,2021-01-04 16:00:00,41.4,65.69,19.800083713306133,7.9,1014.4,97.3,9.9,Overcast,EST,N.Y.C.,61761,5981.0195
17,2021-01-04 17:00:00,39.5,68.63,19.79998683471797,5.8,1014.5,88.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6132.457
18,2021-01-04 18:00:00,39.7,69.85,19.799980872419297,5.2,1014.5,88.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6148.7065
19,2021-01-04 19:00:00,39.5,69.2,19.8000171401478,5.6,1014.6,95.7,9.9,Overcast,EST,N.Y.C.,61761,5995.9375
20,2021-01-04 20:00:00,39.5,70.77,19.799994949095023,2.6,1014.6,95.7,9.9,Overcast,EST,N.Y.C.,61761,5837.2715
21,2021-01-04 21:00:00,38.6,74.02,19.799997653887374,7.2,1014.4,95.7,9.9,Overcast,EST,N.Y.C.,61761,5620.1074
22,2021-01-04 22:00:00,38.4,74.61,19.800003247710066,5.9,1014.2,95.7,9.9,Overcast,EST,N.Y.C.,61761,5374.6943
23,2021-01-04 23:00:00,38.3,74.86,19.799998616897486,5.9,1013.8,98.2,9.9,Overcast,EST,N.Y.C.,61761,5081.96
0,2021-01-05 00:00:00,37.7,76.68,19.79999983949831,2.7,1013.4,100.0,9.9,Overcast,EST,N.Y.C.,61761,4749.234
1,2021-01-05 01:00:00,37.7,75.55,19.800000568035287,6.3,1013.2,100.0,9.9,Overcast,EST,N.Y.C.,61761,4542.418
2,2021-01-05 02:00:00,37.5,77.07,19.799999674810362,4.7,1013.1,100.0,9.9,Overcast,EST,N.Y.C.,61761,4387.7373
3,2021-01-05 03:00:00,37.5,77.07,19.80000002744799,4.2,1013.3,100.0,9.9,Overcast,EST,N.Y.C.,61761,4308.315
4,2021-01-05 04:00:00,37.5,74.22,19.800000090097882,5.2,1013.3,100.0,9.9,Overcast,EST,N.Y.C.,61761,4288.171
5,2021-01-05 05:00:00,37.5,73.61,19.79999993078541,4.7,1013.2,100.0,9.9,Overcast,EST,N.Y.C.,61761,4332.3535
6,2021-01-05 06:00:00,37.3,74.15,19.800000016110427,6.3,1013.4,100.0,9.9,Overcast,EST,N.Y.C.,61761,4608.7974
7,2021-01-05 07:00:00,37.3,72.07,19.80000001233124,6.7,1013.4,95.7,9.9,Overcast,EST,N.Y.C.,61761,5017.544
8,2021-01-05 08:00:00,37.5,73.18,19.799999986409023,4.8,1013.6,95.7,9.9,Overcast,EST,N.Y.C.,61761,5392.01
9,2021-01-05 09:00:00,38.3,71.63,19.80000000495023,4.2,1013.9,97.5,9.9,Overcast,EST,N.Y.C.,61761,5683.844
10,2021-01-05 10:00:00,39.1,66.66,19.800000001230163,6.3,1013.6,97.5,9.9,Overcast,EST,N.Y.C.,61761,5754.5483
11,2021-01-05 11:00:00,39.4,65.99,19.799999997529806,6.9,1013.0,97.5,9.9,Overcast,EST,N.Y.C.,61761,5827.79
12,2021-01-05 12:00:00,41.0,61.66,19.800000001236736,7.5,1012.2,97.5,9.9,Overcast,EST,N.Y.C.,61761,5903.127
13,2021-01-05 13:00:00,40.3,60.68,19.799999999998903,5.5,1011.4,97.5,9.9,Overcast,EST,N.Y.C.,61761,5931.8403
14,2021-01-05 14:00:00,40.5,60.68,19.799999999588483,6.7,1011.4,100.0,9.9,Overcast,EST,N.Y.C.,61761,5922.442
15,2021-01-05 15:00:00,40.5,60.32,19.77500000020603,6.2,1012.0,100.0,9.9,Overcast,EST,N.Y.C.,61761,5949.1245
16,2021-01-05 16:00:00,40.4,63.71,19.768749999948355,5.3,1012.2,100.0,9.9,Overcast,EST,N.Y.C.,61761,6009.3076
17,2021-01-05 17:00:00,40.1,62.93,19.760937499935718,7.8,1012.5,100.0,9.9,Overcast,EST,N.Y.C.,61761,6172.3237
18,2021-01-05 18:00:00,40.1,63.84,19.75117187502253,7.4,1013.3,100.0,9.9,Overcast,EST,N.Y.C.,61761,6180.758
19,2021-01-05 19:00:00,39.4,66.14,19.7,6.0,1013.6,100.0,9.9,Overcast,EST,N.Y.C.,61761,6020.0596
20,2021-01-05 20:00:00,39.4,66.53,19.73736979165275,7.0,1013.8,100.0,9.9,Overcast,EST,N.Y.C.,61761,5847.132
21,2021-01-05 21:00:00,38.4,66.96,19.72951388889176,8.8,1013.6,98.2,9.9,Overcast,EST,N.Y.C.,61761,5693.204
22,2021-01-05 22:00:00,37.5,69.37,19.722294560181503,9.5,1013.5,98.2,9.9,Overcast,EST,N.Y.C.,61761,5418.716
23,2021-01-05 23:00:00,37.7,68.82,19.729726080242006,6.2,1013.3,95.7,9.9,Overcast,EST,N.Y.C.,61761,5073.518
0,2021-01-06 00:00:00,36.8,70.92,19.727178176438425,2.8,1013.3,42.1,9.9,Partially cloudy,EST,N.Y.C.,61761,4776.051
1,2021-01-06 01:00:00,37.3,72.12,19.726399605620646,6.6,1013.6,97.5,9.9,Overcast,EST,N.Y.C.,61761,4570.2363
2,2021-01-06 02:00:00,37.0,72.51,19.727767954100358,5.2,1013.8,92.0,9.9,Overcast,EST,N.Y.C.,61761,4411.4756
3,2021-01-06 03:00:00,36.7,74.7,19.727115245386475,5.5,1013.9,92.0,9.9,Overcast,EST,N.Y.C.,61761,4344.9805
4,2021-01-06 04:00:00,36.3,77.36,19.727094268369157,4.9,1013.7,98.2,9.9,Overcast,EST,N.Y.C.,61761,4313.45
5,2021-01-06 05:00:00,36.3,75.63,19.995494366963996,6.2,1013.6,95.7,9.9,Overcast,EST,N.Y.C.,61761,4378.587
6,2021-01-06 06:00:00,35.9,76.55,19.709940776143924,7.1,1013.6,19.2,9.9,Clear,EST,N.Y.C.,61761,4676.4375
7,2021-01-06 07:00:00,35.9,74.9,19.872088235246178,7.9,1014.0,19.2,9.9,Clear,EST,N.Y.C.,61761,5054.9526
8,2021-01-06 08:00:00,35.7,75.51,19.5110747683363,3.5,1014.8,89.5,9.9,Partially cloudy,EST,N.Y.C.,61761,5427.702
9,2021-01-06 09:00:00,36.8,70.71,20.8,8.7,1015.0,88.9,9.9,Partially cloudy,EST,N.Y.C.,61761,5740.1836
10,2021-01-06 10:00:00,38.5,61.77,18.3,11.7,1015.5,95.7,9.9,Overcast,EST,N.Y.C.,61761,5787.799
11,2021-01-06 11:00:00,39.3,57.14,20.7,9.8,1015.3,44.6,9.9,Partially cloudy,EST,N.Y.C.,61761,5817.618
12,2021-01-06 12:00:00,40.5,50.77,17.2,13.0,1014.9,30.7,9.9,Partially cloudy,EST,N.Y.C.,61761,5852.915
13,2021-01-06 13:00:00,40.1,49.1,21.5,13.9,1014.3,14.1,9.9,Clear,EST,N.Y.C.,61761,5853.4805
14,2021-01-06 14:00:00,40.9,47.56,23.0,14.2,1014.3,14.1,9.9,Clear,EST,N.Y.C.,61761,5821.285
15,2021-01-06 15:00:00,40.5,50.19,27.0,13.2,1015.0,30.7,9.9,Partially cloudy,EST,N.Y.C.,61761,5844.539
16,2021-01-06 16:00:00,39.2,53.23,27.5,17.9,1015.5,37.0,9.9,Partially cloudy,EST,N.Y.C.,61761,5950.6133
17,2021-01-06 17:00:00,37.7,56.47,27.8,14.1,1015.9,14.1,9.9,Clear,EST,N.Y.C.,61761,6157.9526
18,2021-01-06 18:00:00,36.6,58.47,27.0,16.9,1016.6,14.1,9.9,Clear,EST,N.Y.C.,61761,6266.3037
19,2021-01-06 19:00:00,36.4,59.3,26.1,10.5,1017.0,14.1,9.9,Clear,EST,N.Y.C.,61761,6105.078
20,2021-01-06 20:00:00,36.4,61.65,21.7,12.9,1017.0,19.2,9.9,Clear,EST,N.Y.C.,61761,5959.286
21,2021-01-06 21:00:00,36.4,61.65,19.7,10.6,1017.0,25.4,9.9,Partially cloudy,EST,N.Y.C.,61761,5756.788
22,2021-01-06 22:00:00,36.4,59.44,21.7,12.4,1016.7,20.3,9.9,Partially cloudy,EST,N.Y.C.,61761,5473.735
23,2021-01-06 23:00:00,35.5,61.08,21.4,11.3,1016.6,10.5,9.9,Clear,EST,N.Y.C.,61761,5173.459
0,2021-01-07 00:00:00,34.8,62.99,17.2,10.6,1016.8,10.5,9.9,Clear,EST,N.Y.C.,61761,4859.2246
1,2021-01-07 01:00:00,34.8,62.99,18.8,11.9,1017.2,10.5,9.9,Clear,EST,N.Y.C.,61761,4648.546
2,2021-01-07 02:00:00,34.4,60.96,18.8,12.5,1017.5,10.5,9.9,Clear,EST,N.Y.C.,61761,4485.213
3,2021-01-07 03:00:00,33.8,62.32,18.3,11.7,1017.5,10.5,9.9,Clear,EST,N.Y.C.,61761,4415.2656
4,2021-01-07 04:00:00,33.4,63.3,17.2,10.2,1017.5,10.5,9.9,Clear,EST,N.Y.C.,61761,4396.0825
5,2021-01-07 05:00:00,32.7,62.48,19.0,7.1,1017.6,6.1,9.9,Clear,EST,N.Y.C.,61761,4474.828
6,2021-01-07 06:00:00,32.5,62.51,17.2,10.1,1018.1,0.0,9.9,Clear,EST,N.Y.C.,61761,4728.992
7,2021-01-07 07:00:00,32.5,60.17,19.18,8.6,1018.7,10.5,9.9,Clear,EST,N.Y.C.,61761,5152.331
8,2021-01-07 08:00:00,31.5,60.97,17.2,7.8,1019.5,10.5,9.9,Clear,EST,N.Y.C.,61761,5595.6924
9,2021-01-07 09:00:00,32.8,57.63,25.3,14.1,1019.9,15.6,9.9,Clear,EST,N.Y.C.,61761,5823.2686
10,2021-01-07 10:00:00,34.2,54.36,19.436,9.3,1019.9,10.5,9.9,Clear,EST,N.Y.C.,61761,5874.5337
11,2021-01-07 11:00:00,36.0,50.81,19.487199999999998,9.8,1019.3,10.5,9.9,Clear,EST,N.Y.C.,61761,5922.569
12,2021-01-07 12:00:00,38.2,45.28,20.270533333333333,12.9,1018.5,10.5,9.9,Clear,EST,N.Y.C.,61761,5924.9805
13,2021-01-07 13:00:00,40.3,39.96,17.2,8.2,1017.8,10.5,9.9,Clear,EST,N.Y.C.,61761,5920.918
14,2021-01-07 14:00:00,41.1,40.08,18.3,8.5,1017.6,6.1,9.9,Clear,EST,N.Y.C.,61761,5882.2217
15,2021-01-07 15:00:00,41.8,40.55,19.91410666666667,10.8,1017.7,6.1,9.9,Clear,EST,N.Y.C.,61761,5907.451
16,2021-01-07 16:00:00,40.9,42.17,21.9,9.2,1018.5,10.5,9.9,Clear,EST,N.Y.C.,61761,5917.546
17,2021-01-07 17:00:00,39.7,46.04,21.002821333333333,12.2,1018.9,4.4,9.9,Clear,EST,N.Y.C.,61761,6120.9004
18,2021-01-07 18:00:00,37.7,49.63,21.5433856,13.2,1019.2,4.4,9.9,Clear,EST,N.Y.C.,61761,6242.086
19,2021-01-07 19:00:00,35.7,53.7,21.9,10.6,1019.4,4.4,9.9,Clear,EST,N.Y.C.,61761,6105.198
20,2021-01-07 20:00:00,34.6,56.99,21.861551733333336,7.6,1019.3,4.4,9.9,Clear,EST,N.Y.C.,61761,5909.1807
21,2021-01-07 21:00:00,33.6,59.35,23.0,8.2,1019.5,4.4,9.9,Clear,EST,N.Y.C.,61761,5778.245
22,2021-01-07 22:00:00,32.5,60.69,22.25385057777778,4.3,1019.3,0.0,9.9,Clear,EST,N.Y.C.,61761,5534.1064
23,2021-01-07 23:00:00,32.3,61.15,22.37180077037037,5.4,1019.2,0.0,9.9,Clear,EST,N.Y.C.,61761,5206.0693
0,2021-01-08 00:00:00,31.4,63.44,22.541883782716052,7.3,1018.5,0.0,9.9,Clear,EST,N.Y.C.,61761,4932.047
1,2021-01-08 01:00:00,30.7,64.86,22.389178376954735,7.6,1018.7,0.0,9.9,Clear,EST,N.Y.C.,61761,4726.391
2,2021-01-08 02:00:00,30.4,65.0,22.43428764334705,7.8,1018.2,0.0,9.9,Clear,EST,N.Y.C.,61761,4571.574
3,2021-01-08 03:00:00,29.7,66.87,22.455116601005944,12.8,1017.9,10.5,9.9,Clear,EST,N.Y.C.,61761,4491.5347
4,2021-01-08 04:00:00,29.6,65.69,22.42619420710258,8.4,1017.7,4.4,9.9,Clear,EST,N.Y.C.,61761,4467.2803
5,2021-01-08 05:00:00,28.7,67.91,22.438532817151856,9.6,1017.5,10.5,9.9,Clear,EST,N.Y.C.,61761,4528.104
6,2021-01-08 06:00:00,28.7,67.49,22.43994787508679,7.6,1017.5,25.4,9.9,Partially cloudy,EST,N.Y.C.,61761,4859.9463
7,2021-01-08 07:00:00,28.6,67.43,22.43489163311374,8.0,1017.3,25.4,9.9,Partially cloudy,EST,N.Y.C.,61761,5212.1235
8,2021-01-08 08:00:00,28.6,67.43,22.437790775117463,11.1,1017.0,25.4,9.9,Partially cloudy,EST,N.Y.C.,61761,5609.9307
9,2021-01-08 09:00:00,29.7,63.35,22.437543427772663,7.4,1017.3,25.4,9.9,Partially cloudy,EST,N.Y.C.,61761,5881.6875
10,2021-01-08 10:00:00,30.5,61.07,22.43674194533462,10.8,1016.9,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5971.8193
11,2021-01-08 11:00:00,32.9,57.44,22.437358716074915,4.8,1016.0,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,6018.0005
12,2021-01-08 12:00:00,34.9,52.93,22.437214696394065,5.2,1015.7,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,6064.787
13,2021-01-08 13:00:00,36.2,48.78,22.43710511926787,7.7,1014.4,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,6062.1216
14,2021-01-08 14:00:00,37.6,48.28,22.437226177245616,7.0,1013.1,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,6056.8975
15,2021-01-08 15:00:00,37.7,47.75,22.43718199763585,6.8,1013.3,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,6048.5566
16,2021-01-08 16:00:00,37.3,50.54,22.437171098049777,5.5,1012.8,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,6087.7695
17,2021-01-08 17:00:00,36.2,52.2,22.302894818232808,4.7,1013.0,35.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6290.1313
18,2021-01-08 18:00:00,35.4,56.01,23.235449582783684,5.2,1013.1,35.9,9.9,Partially cloudy,EST,N.Y.C.,61761,6261.3813
19,2021-01-08 19:00:00,34.5,56.37,23.52925258317771,10.4,1012.8,38.4,9.9,Partially cloudy,EST,N.Y.C.,61761,6110.7275
20,2021-01-08 20:00:00,33.4,58.35,23.038228140599166,7.7,1012.7,36.7,9.9,Partially cloudy,EST,N.Y.C.,61761,5971.2725
21,2021-01-08 21:00:00,31.5,60.97,21.9,9.5,1012.5,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5759.545
22,2021-01-08 22:00:00,31.4,55.86,27.1,11.1,1011.9,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5559.2744
23,2021-01-08 23:00:00,31.1,55.45,24.2,10.5,1011.1,34.2,9.9,Partially cloudy,EST,N.Y.C.,61761,5312.992
0,2021-01-09 00:00:00,30.4,56.59,19.0,9.9,1010.9,36.7,9.9,Partially cloudy,EST,N.Y.C.,61761,5050.039
1,2021-01-09 01:00:00,30.0,57.17,21.9,12.6,1011.0,36.7,9.9,Partially cloudy,EST,N.Y.C.,61761,4837.09
