,Time Stamp,temp,humidity,windgust,windspeed,sealevelpressure,cloudcover,visibility,conditions,Time Zone,Name,PTID,Load
12,2021-05-24 12:00:00,65.7,43.62,22.4,9.9,1026.4,97.5,9.9,Overcast,EDT,N.Y.C.,61761,5930.0977
13,2021-05-24 13:00:00,65.4,37.5,21.5,9.8,1026.4,97.5,9.9,Overcast,EDT,N.Y.C.,61761,5897.9424
14,2021-05-24 14:00:00,66.0,39.52,20.1,10.8,1026.3,90.6,9.9,Overcast,EDT,N.Y.C.,61761,5844.2314
15,2021-05-24 15:00:00,64.5,40.59,18.7,10.3,1026.1,97.5,9.9,Overcast,EDT,N.Y.C.,61761,5844.5693
16,2021-05-24 16:00:00,63.6,38.43,19.1,9.9,1025.9,98.2,9.9,Overcast,EDT,N.Y.C.,61761,5819.5977
17,2021-05-24 17:00:00,62.6,40.74,19.05,6.5,1025.9,98.2,9.9,Overcast,EDT,N.Y.C.,61761,5780.2715
18,2021-05-24 18:00:00,61.6,41.5,18.3,8.5,1026.0,95.7,9.9,Overcast,EDT,N.Y.C.,61761,5638.206
19,2021-05-24 19:00:00,60.7,43.62,18.816666666666666,7.7,1025.7,95.7,9.9,Overcast,EDT,N.Y.C.,61761,5409.437
20,2021-05-24 20:00:00,59.6,45.91,18.722222222222225,11.7,1025.9,95.7,9.9,Overcast,EDT,N.Y.C.,61761,5284.132
21,2021-05-24 21:00:00,59.6,45.81,18.612962962962964,11.3,1026.1,98.2,9.9,Overcast,EDT,N.Y.C.,61761,5229.3105
22,2021-05-24 22:00:00,59.6,47.87,18.717283950617286,3.3,1026.6,98.2,9.9,Overcast,EDT,N.Y.C.,61761,5023.4736
23,2021-05-24 23:00:00,59.6,44.32,18.684156378600825,5.7,1026.8,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4747.794
0,2021-05-25 00:00:00,59.4,47.8,18.67146776406036,6.7,1026.6,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4484.332
1,2021-05-25 01:00:00,59.4,47.78,18.690969364426156,6.7,1026.0,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4209.171
2,2021-05-25 02:00:00,59.4,51.56,18.682197835695778,6.4,1025.7,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4064.2544
3,2021-05-25 03:00:00,59.3,54.87,18.681544988060764,8.1,1025.5,100.0,8.8,Overcast,EDT,N.Y.C.,61761,3983.0632
4,2021-05-25 04:00:00,59.3,55.6,18.684904062727565,5.9,1025.3,97.5,9.9,Overcast,EDT,N.Y.C.,61761,3940.4343
5,2021-05-25 05:00:00,59.3,56.93,18.682882295494704,5.6,1025.2,95.7,9.9,Overcast,EDT,N.Y.C.,61761,4004.5674
6,2021-05-25 06:00:00,58.7,60.64,18.683110448761013,7.3,1025.2,65.0,9.9,Partially cloudy,EDT,N.Y.C.,61761,4215.3164
7,2021-05-25 07:00:00,59.6,62.65,18.683632268994426,5.9,1025.3,95.7,9.9,Overcast,EDT,N.Y.C.,61761,4649.7295
8,2021-05-25 08:00:00,61.5,58.94,18.587406253312537,6.6,1025.6,97.5,9.9,Overcast,EDT,N.Y.C.,61761,5059.214
9,2021-05-25 09:00:00,62.4,56.97,19.070829794213598,5.6,1025.4,100.0,9.9,Overcast,EDT,N.Y.C.,61761,5365.434
10,2021-05-25 10:00:00,64.9,53.24,19.148373663304113,9.7,1024.8,100.0,9.9,Overcast,EDT,N.Y.C.,61761,5525.1694
11,2021-05-25 11:00:00,67.3,51.87,19.801101618471705,11.7,1024.3,65.5,9.9,Partially cloudy,EDT,N.Y.C.,61761,5647.34
12,2021-05-25 12:00:00,70.4,49.27,18.3,6.5,1024.3,65.0,9.9,Partially cloudy,EDT,N.Y.C.,61761,5712.5024
13,2021-05-25 13:00:00,71.6,49.29,21.1,8.8,1023.8,65.0,9.9,Partially cloudy,EDT,N.Y.C.,61761,5757.795
14,2021-05-25 14:00:00,72.8,47.41,19.728728802638813,10.4,1022.9,19.2,9.9,Clear,EDT,N.Y.C.,61761,5829.276
15,2021-05-25 15:00:00,73.5,48.1,22.6,8.8,1022.0,19.2,9.9,Clear,EDT,N.Y.C.,61761,5942.2686
16,2021-05-25 16:00:00,73.1,50.4,17.2,7.5,1021.3,19.2,9.9,Clear,EDT,N.Y.C.,61761,6016.78
17,2021-05-25 17:00:00,72.4,52.12,21.9,7.1,1020.9,25.4,9.9,Partially cloudy,EDT,N.Y.C.,61761,6101.3257
18,2021-05-25 18:00:00,71.6,55.74,17.2,9.7,1020.3,25.4,9.9,Partially cloudy,EDT,N.Y.C.,61761,6028.465
19,2021-05-25 19:00:00,69.4,60.95,18.766666666666666,14.2,1019.9,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,5792.8545
20,2021-05-25 20:00:00,68.1,63.7,19.288888888888888,7.5,1020.0,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,5625.426
21,2021-05-25 21:00:00,68.1,65.47,18.41851851851852,4.3,1020.2,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,5516.3394
22,2021-05-25 22:00:00,67.6,68.39,18.824691358024694,4.1,1020.3,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,5401.537
23,2021-05-25 23:00:00,68.7,67.65,18.8440329218107,6.5,1020.4,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,5097.9805
0,2021-05-26 00:00:00,67.0,71.35,18.695747599451305,3.9,1020.3,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4792.5786
1,2021-05-26 01:00:00,67.0,71.79,18.788157293095566,6.2,1020.0,53.5,9.9,Partially cloudy,EDT,N.Y.C.,61761,4547.0303
2,2021-05-26 02:00:00,66.5,73.71,18.775979271452524,6.6,1019.6,95.7,9.9,Overcast,EDT,N.Y.C.,61761,4378.8076
3,2021-05-26 03:00:00,66.1,75.26,18.753294721333134,8.5,1019.4,50.8,9.9,Partially cloudy,EDT,N.Y.C.,61761,4279.685
4,2021-05-26 04:00:00,66.1,77.2,18.77247709529374,8.5,1019.1,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4215.031
5,2021-05-26 05:00:00,66.1,78.28,18.767250362693133,9.6,1018.6,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4276.45
6,2021-05-26 06:00:00,65.4,82.91,18.76434072644,7.2,1018.5,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4536.756
7,2021-05-26 07:00:00,66.3,83.2,18.768022728142288,9.1,1018.5,56.2,8.8,Partially cloudy,EDT,N.Y.C.,61761,5045.075
8,2021-05-26 08:00:00,67.7,81.87,18.999903454318854,9.3,1018.5,97.5,7.8,Overcast,EDT,N.Y.C.,61761,5547.466
9,2021-05-26 09:00:00,70.8,75.8,19.058066727225285,7.6,1018.3,97.5,8.8,Overcast,EDT,N.Y.C.,61761,5878.634
10,2021-05-26 10:00:00,73.7,71.13,19.131498227421606,6.8,1017.5,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,6136.572
11,2021-05-26 11:00:00,76.1,66.33,19.222367102241435,6.2,1017.0,50.0,9.2,Partially cloudy,EDT,N.Y.C.,61761,6396.6914
12,2021-05-26 12:00:00,79.9,60.35,19.7,10.1,1016.3,10.5,8.8,Clear,EDT,N.Y.C.,61761,6688.5117
13,2021-05-26 13:00:00,82.7,56.41,20.37077306593261,5.7,1015.5,14.1,8.0,Clear,EDT,N.Y.C.,61761,6960.233
14,2021-05-26 14:00:00,84.6,53.4,21.398856694695677,7.7,1014.2,14.1,8.0,Clear,EDT,N.Y.C.,61761,7111.1123
15,2021-05-26 15:00:00,85.1,54.65,26.552804251518328,9.0,1013.0,10.5,8.8,Clear,EDT,N.Y.C.,61761,7323.3447
16,2021-05-26 16:00:00,85.9,53.18,21.9,14.2,1012.0,15.6,8.8,Clear,EDT,N.Y.C.,61761,7514.32
17,2021-05-26 17:00:00,85.0,53.06,21.9,8.2,1011.3,15.6,9.2,Clear,EDT,N.Y.C.,61761,7602.862
18,2021-05-26 18:00:00,84.3,53.15,25.3,7.2,1010.7,42.1,9.2,Partially cloudy,EDT,N.Y.C.,61761,7508.4854
19,2021-05-26 19:00:00,82.5,53.75,55.3,7.3,1010.7,50.8,8.7,Partially cloudy,EDT,N.Y.C.,61761,7165.1455
20,2021-05-26 20:00:00,73.0,73.02,24.6,7.0,1011.2,88.9,8.8,"Rain, Partially cloudy",EDT,N.Y.C.,61761,6731.3354
21,2021-05-26 21:00:00,71.4,79.64,20.8,8.7,1012.0,88.9,9.9,Partially cloudy,EDT,N.Y.C.,61761,6468.086
22,2021-05-26 22:00:00,72.3,72.55,33.56666666666667,5.8,1012.2,88.9,9.9,Partially cloudy,EDT,N.Y.C.,61761,6185.462
23,2021-05-26 23:00:00,72.1,73.42,25.791666666666668,2.7,1011.8,50.8,9.9,Partially cloudy,EDT,N.Y.C.,61761,5846.948
0,2021-05-27 00:00:00,71.9,76.2,26.089583333333337,3.4,1012.8,92.2,9.6,"Rain, Overcast",EDT,N.Y.C.,61761,5494.955
1,2021-05-27 01:00:00,69.0,89.29,27.41197916666667,7.4,1012.3,93.1,7.4,"Rain, Overcast",EDT,N.Y.C.,61761,5197.3115
2,2021-05-27 02:00:00,68.9,89.95,24.358645833333334,6.5,1011.8,93.1,7.6,"Rain, Overcast",EDT,N.Y.C.,61761,4955.661
3,2021-05-27 03:00:00,68.8,88.47,24.2,8.8,1012.1,99.2,8.8,"Rain, Overcast",EDT,N.Y.C.,61761,4825.6484
4,2021-05-27 04:00:00,67.6,84.08,22.294125,4.0,1011.7,99.2,9.9,Overcast,EDT,N.Y.C.,61761,4724.536
5,2021-05-27 05:00:00,66.9,85.88,21.19212847222222,4.7,1012.2,65.0,9.9,Partially cloudy,EDT,N.Y.C.,61761,4745.3564
6,2021-05-27 06:00:00,67.7,81.46,18.3,6.1,1013.0,14.1,9.9,Clear,EDT,N.Y.C.,61761,4922.623
7,2021-05-27 07:00:00,67.9,80.6,17.2,3.9,1013.5,14.1,9.9,Clear,EDT,N.Y.C.,61761,5482.5303
8,2021-05-27 08:00:00,70.0,71.73,20.027446924603172,7.0,1013.8,10.5,9.9,Clear,EDT,N.Y.C.,61761,5999.141
9,2021-05-27 09:00:00,71.9,63.67,20.8,7.8,1014.0,10.5,9.9,Clear,EDT,N.Y.C.,61761,6317.699
10,2021-05-27 10:00:00,74.1,53.5,18.5,12.0,1014.7,10.5,9.9,Clear,EDT,N.Y.C.,61761,6539.619
11,2021-05-27 11:00:00,76.5,44.9,23.0,11.8,1014.9,10.5,9.9,Clear,EDT,N.Y.C.,61761,6659.4414
12,2021-05-27 12:00:00,77.9,41.74,21.2,8.8,1014.8,14.1,9.9,Clear,EDT,N.Y.C.,61761,6750.296
13,2021-05-27 13:00:00,80.5,37.56,17.7,6.2,1014.4,30.7,9.9,Partially cloudy,EDT,N.Y.C.,61761,6813.208
14,2021-05-27 14:00:00,81.0,35.14,24.2,5.9,1013.7,44.9,9.9,Partially cloudy,EDT,N.Y.C.,61761,6885.618
15,2021-05-27 15:00:00,81.4,32.7,20.8,4.9,1013.0,14.1,9.9,Clear,EDT,N.Y.C.,61761,6955.0664
16,2021-05-27 16:00:00,82.2,30.47,19.0,12.8,1012.8,30.7,9.9,Partially cloudy,EDT,N.Y.C.,61761,7091.152
17,2021-05-27 17:00:00,82.0,28.75,21.9,11.4,1012.7,19.2,9.9,Clear,EDT,N.Y.C.,61761,7164.494
18,2021-05-27 18:00:00,80.1,30.44,23.0,7.5,1013.2,19.2,9.9,Clear,EDT,N.Y.C.,61761,7064.829
19,2021-05-27 19:00:00,78.1,30.06,21.3,10.1,1013.3,25.4,9.9,Partially cloudy,EDT,N.Y.C.,61761,6670.9736
20,2021-05-27 20:00:00,75.5,29.55,22.066666666666666,13.4,1014.1,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,6319.2393
21,2021-05-27 21:00:00,72.7,32.89,22.12222222222222,9.9,1015.1,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,6087.5713
22,2021-05-27 22:00:00,70.6,37.77,21.829629629629625,5.1,1016.3,25.4,9.9,Partially cloudy,EDT,N.Y.C.,61761,5850.4053
23,2021-05-27 23:00:00,69.2,41.97,22.006172839506167,6.1,1016.6,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,5488.958
0,2021-05-28 00:00:00,67.8,42.88,21.98600823045267,7.5,1016.9,25.4,9.9,Partially cloudy,EDT,N.Y.C.,61761,5102.492
1,2021-05-28 01:00:00,66.1,45.96,21.94060356652949,9.9,1017.2,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4795.967
2,2021-05-28 02:00:00,64.1,45.96,21.97759487882944,9.6,1017.3,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4550.2607
3,2021-05-28 03:00:00,63.3,41.4,21.968068891937197,9.9,1017.2,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4372.666
4,2021-05-28 04:00:00,62.2,43.35,22.22156683432403,5.9,1016.8,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4272.26
5,2021-05-28 05:00:00,60.9,47.31,22.21344612101813,9.7,1017.0,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4246.6455
6,2021-05-28 06:00:00,60.3,48.84,22.13384697454656,8.2,1018.1,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4425.6846
7,2021-05-28 07:00:00,61.4,50.97,22.281265704269817,12.0,1018.4,50.8,9.9,Partially cloudy,EDT,N.Y.C.,61761,4824.566
8,2021-05-28 08:00:00,61.2,48.68,23.0,12.5,1018.5,95.7,9.9,Overcast,EDT,N.Y.C.,61761,5187.0576
9,2021-05-28 09:00:00,62.1,46.96,21.9,15.5,1019.0,88.9,9.9,Partially cloudy,EDT,N.Y.C.,61761,5472.495
10,2021-05-28 10:00:00,62.9,40.78,21.5,11.8,1018.8,42.1,9.9,Partially cloudy,EDT,N.Y.C.,61761,5529.1123
11,2021-05-28 11:00:00,63.9,37.25,23.0,14.2,1018.5,50.8,9.9,Partially cloudy,EDT,N.Y.C.,61761,5582.6714
12,2021-05-28 12:00:00,64.9,35.91,16.5,11.7,1017.7,88.9,9.9,Partially cloudy,EDT,N.Y.C.,61761,5639.1553
13,2021-05-28 13:00:00,65.8,38.86,16.1,9.3,1016.9,95.7,9.9,Overcast,EDT,N.Y.C.,61761,5654.745
14,2021-05-28 14:00:00,68.2,36.56,20.8,13.9,1016.0,65.0,9.9,Partially cloudy,EDT,N.Y.C.,61761,5647.1875
15,2021-05-28 15:00:00,64.8,40.1,18.3,9.5,1015.4,100.0,9.9,Overcast,EDT,N.Y.C.,61761,5627.1143
16,2021-05-28 16:00:00,61.6,54.05,24.2,11.5,1014.7,100.0,8.8,"Rain, Overcast",EDT,N.Y.C.,61761,5552.703
17,2021-05-28 17:00:00,56.4,73.35,17.2,8.7,1014.8,100.0,9.9,"Rain, Overcast",EDT,N.Y.C.,61761,5525.8853
18,2021-05-28 18:00:00,52.8,79.97,20.3,10.7,1014.8,100.0,3.9,"Rain, Overcast",EDT,N.Y.C.,61761,5444.999
19,2021-05-28 19:00:00,52.0,86.3,20.7,8.8,1014.1,100.0,6.7,"Rain, Overcast",EDT,N.Y.C.,61761,5217.584
20,2021-05-28 20:00:00,51.8,86.09,21.1,12.3,1013.0,100.0,4.6,"Rain, Overcast",EDT,N.Y.C.,61761,5111.698
21,2021-05-28 21:00:00,51.7,87.21,21.4,11.6,1013.1,100.0,3.8,"Rain, Overcast",EDT,N.Y.C.,61761,4997.82
22,2021-05-28 22:00:00,51.7,85.88,23.2,12.9,1013.0,100.0,9.2,"Rain, Overcast",EDT,N.Y.C.,61761,4813.951
23,2021-05-28 23:00:00,51.2,88.19,31.8,21.4,1013.3,100.0,3.1,"Rain, Overcast",EDT,N.Y.C.,61761,4559.375
0,2021-05-29 00:00:00,50.9,89.38,30.1,20.8,1013.4,100.0,4.1,"Rain, Overcast",EDT,N.Y.C.,61761,4295.5894
1,2021-05-29 01:00:00,49.9,89.71,33.2,18.0,1012.2,100.0,5.5,"Rain, Overcast",EDT,N.Y.C.,61761,4099.507
2,2021-05-29 02:00:00,49.7,89.7,32.1,19.2,1011.0,100.0,4.7,"Rain, Overcast",EDT,N.Y.C.,61761,3962.4043
3,2021-05-29 03:00:00,49.7,87.37,29.6,16.4,1011.7,100.0,9.4,"Rain, Overcast",EDT,N.Y.C.,61761,3856.0947
4,2021-05-29 04:00:00,48.7,86.82,24.8,15.0,1012.0,100.0,8.0,"Rain, Overcast",EDT,N.Y.C.,61761,3777.8716
5,2021-05-29 05:00:00,48.7,86.16,26.9,15.2,1012.5,100.0,9.0,"Rain, Overcast",EDT,N.Y.C.,61761,3769.5176
6,2021-05-29 06:00:00,48.5,87.0,25.4,14.6,1012.3,100.0,9.9,"Rain, Overcast",EDT,N.Y.C.,61761,3812.1572
7,2021-05-29 07:00:00,47.9,86.97,26.2,13.2,1013.1,100.0,9.9,Overcast,EDT,N.Y.C.,61761,3959.994
8,2021-05-29 08:00:00,48.0,85.52,25.7,15.9,1013.5,100.0,5.5,"Rain, Overcast",EDT,N.Y.C.,61761,4160.317
9,2021-05-29 09:00:00,48.0,88.1,24.4,16.5,1014.3,100.0,7.5,"Rain, Overcast",EDT,N.Y.C.,61761,4345.807
10,2021-05-29 10:00:00,47.7,88.68,21.5,12.0,1015.2,100.0,2.6,"Rain, Overcast",EDT,N.Y.C.,61761,4559.4453
11,2021-05-29 11:00:00,48.8,85.31,24.2,10.5,1016.3,100.0,5.4,"Rain, Overcast",EDT,N.Y.C.,61761,4698.8535
12,2021-05-29 12:00:00,49.5,89.23,28.9,14.0,1016.9,100.0,8.9,"Rain, Overcast",EDT,N.Y.C.,61761,4707.1797
13,2021-05-29 13:00:00,49.7,83.62,22.5,15.8,1017.2,100.0,9.6,Overcast,EDT,N.Y.C.,61761,4721.4473
14,2021-05-29 14:00:00,50.6,80.79,25.2,15.0,1017.4,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4749.4565
15,2021-05-29 15:00:00,50.8,82.55,21.9,15.4,1017.9,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4700.9004
16,2021-05-29 16:00:00,50.6,81.59,22.5,14.2,1018.0,100.0,9.7,Overcast,EDT,N.Y.C.,61761,4703.1733
17,2021-05-29 17:00:00,50.6,83.18,24.4,12.6,1018.3,100.0,6.3,Overcast,EDT,N.Y.C.,61761,4723.9956
18,2021-05-29 18:00:00,50.6,81.01,21.6,14.0,1019.1,100.0,9.9,"Rain, Overcast",EDT,N.Y.C.,61761,4768.6587
19,2021-05-29 19:00:00,50.6,79.95,23.3,16.4,1019.8,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4734.4805
20,2021-05-29 20:00:00,50.6,75.79,20.7,12.2,1020.6,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4740.32
21,2021-05-29 21:00:00,50.2,75.9,25.7,16.2,1020.4,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4699.922
22,2021-05-29 22:00:00,49.5,75.87,23.8,13.1,1021.2,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4615.014
23,2021-05-29 23:00:00,49.5,73.01,22.1,12.5,1021.5,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4387.292
0,2021-05-30 00:00:00,49.3,74.7,27.7,12.8,1021.7,100.0,9.6,Overcast,EDT,N.Y.C.,61761,4216.324
1,2021-05-30 01:00:00,49.1,76.57,17.2,11.2,1021.5,100.0,9.6,Overcast,EDT,N.Y.C.,61761,4017.4412
2,2021-05-30 02:00:00,48.1,80.85,17.2,12.0,1021.1,100.0,9.9,Overcast,EDT,N.Y.C.,61761,3889.1282
3,2021-05-30 03:00:00,48.3,77.54,19.7,11.2,1020.3,100.0,9.9,Overcast,EDT,N.Y.C.,61761,3778.4834
4,2021-05-30 04:00:00,48.7,79.84,25.3,13.4,1020.2,100.0,9.2,Overcast,EDT,N.Y.C.,61761,3711.1626
5,2021-05-30 05:00:00,49.1,78.44,24.5,14.2,1020.3,100.0,8.6,Overcast,EDT,N.Y.C.,61761,3700.0342
6,2021-05-30 06:00:00,47.7,87.78,22.3,9.9,1021.0,100.0,2.9,Overcast,EDT,N.Y.C.,61761,3715.727
7,2021-05-30 07:00:00,47.4,90.62,22.52,8.0,1021.3,100.0,3.1,"Rain, Overcast",EDT,N.Y.C.,61761,3818.3606
8,2021-05-30 08:00:00,47.5,90.77,19.7,12.9,1021.2,100.0,2.6,"Rain, Overcast",EDT,N.Y.C.,61761,4011.401
9,2021-05-30 09:00:00,48.3,90.64,21.444,11.0,1021.4,100.0,4.8,"Rain, Overcast",EDT,N.Y.C.,61761,4210.006
10,2021-05-30 10:00:00,49.3,88.47,21.2728,9.7,1021.7,100.0,8.1,Overcast,EDT,N.Y.C.,61761,4408.02
11,2021-05-30 11:00:00,49.5,88.78,20.8,12.2,1021.2,100.0,5.6,"Rain, Overcast",EDT,N.Y.C.,61761,4549.7256
12,2021-05-30 12:00:00,49.8,89.77,20.7528,13.3,1021.0,100.0,2.4,"Rain, Overcast",EDT,N.Y.C.,61761,4631.1025
13,2021-05-30 13:00:00,50.4,90.37,21.9,12.3,1020.8,100.0,2.9,"Rain, Overcast",EDT,N.Y.C.,61761,4722.5234
14,2021-05-30 14:00:00,50.4,89.96,20.51056,10.1,1021.0,100.0,1.2,"Rain, Overcast",EDT,N.Y.C.,61761,4755.5347
15,2021-05-30 15:00:00,50.7,89.75,21.9,14.0,1020.0,100.0,3.9,"Rain, Overcast",EDT,N.Y.C.,61761,4740.8037
16,2021-05-30 16:00:00,51.5,87.32,17.2,9.6,1020.0,100.0,7.4,"Rain, Overcast",EDT,N.Y.C.,61761,4751.699
17,2021-05-30 17:00:00,51.5,87.32,19.87018666666667,9.3,1019.7,100.0,4.9,"Rain, Overcast",EDT,N.Y.C.,61761,4778.1587
18,2021-05-30 18:00:00,51.7,88.8,19.65672888888889,10.1,1020.0,100.0,2.2,"Rain, Overcast",EDT,N.Y.C.,61761,4770.924
19,2021-05-30 19:00:00,51.5,90.92,18.908971851851856,6.8,1020.1,100.0,7.8,"Rain, Overcast",EDT,N.Y.C.,61761,4741.04
20,2021-05-30 20:00:00,50.8,89.9,19.478629135802475,8.0,1020.1,100.0,8.7,"Rain, Overcast",EDT,N.Y.C.,61761,4749.1855
21,2021-05-30 21:00:00,50.6,89.89,19.34810995884774,7.4,1020.5,100.0,9.4,Overcast,EDT,N.Y.C.,61761,4732.7695
22,2021-05-30 22:00:00,50.6,89.89,19.245236982167356,8.6,1020.8,100.0,8.7,Overcast,EDT,N.Y.C.,61761,4633.3604
23,2021-05-30 23:00:00,50.7,87.94,19.35732535893919,6.8,1020.9,100.0,7.9,Overcast,EDT,N.Y.C.,61761,4414.35
0,2021-05-31 00:00:00,49.8,89.01,19.31689076665143,8.4,1020.6,100.0,5.1,"Rain, Overcast",EDT,N.Y.C.,61761,4179.194
1,2021-05-31 01:00:00,49.5,90.6,19.306484369252658,6.4,1020.5,100.0,7.1,"Rain, Overcast",EDT,N.Y.C.,61761,4015.0786
2,2021-05-31 02:00:00,49.5,90.6,19.32690016494776,6.7,1020.8,100.0,4.6,"Rain, Overcast",EDT,N.Y.C.,61761,3864.1016
3,2021-05-31 03:00:00,49.5,90.6,19.31675843361728,6.6,1020.7,100.0,4.2,"Rain, Overcast",EDT,N.Y.C.,61761,3766.575
4,2021-05-31 04:00:00,49.5,91.29,19.3167143226059,5.8,1020.7,100.0,7.6,Overcast,EDT,N.Y.C.,61761,3714.2412
5,2021-05-31 05:00:00,49.7,89.7,19.320124307056982,6.3,1021.1,100.0,9.2,Overcast,EDT,N.Y.C.,61761,3716.4512
6,2021-05-31 06:00:00,49.9,88.74,19.317865687760058,8.3,1021.5,98.2,9.9,Overcast,EDT,N.Y.C.,61761,3790.7527
7,2021-05-31 07:00:00,50.7,86.39,19.963676079355736,6.9,1022.0,98.2,9.9,Overcast,EDT,N.Y.C.,61761,3936.7246
8,2021-05-31 08:00:00,52.8,81.81,20.125416518543194,3.3,1022.5,95.7,9.9,Overcast,EDT,N.Y.C.,61761,4056.096
9,2021-05-31 09:00:00,54.1,76.06,20.6413916571318,8.0,1023.1,97.2,9.9,Overcast,EDT,N.Y.C.,61761,4288.2744
10,2021-05-31 10:00:00,55.4,72.32,20.906096851006147,6.6,1023.0,97.5,9.9,Overcast,EDT,N.Y.C.,61761,4406.294
11,2021-05-31 11:00:00,56.3,71.54,21.9,6.4,1023.3,100.0,9.9,Overcast,EDT,N.Y.C.,61761,4594.884
12,2021-05-31 12:00:00,57.4,68.38,20.92458141802299,8.4,1023.5,97.5,9.9,Overcast,EDT,N.Y.C.,61761,4625.24
13,2021-05-31 13:00:00,62.1,57.82,21.9,9.7,1022.9,93.3,9.9,Overcast,EDT,N.Y.C.,61761,4573.291
14,2021-05-31 14:00:00,63.2,55.04,21.089225916860425,7.3,1022.2,80.1,9.9,Partially cloudy,EDT,N.Y.C.,61761,4580.989
15,2021-05-31 15:00:00,63.5,56.16,21.9,10.4,1022.1,95.7,9.9,Overcast,EDT,N.Y.C.,61761,4609.66
16,2021-05-31 16:00:00,67.6,47.96,18.3,8.0,1021.9,82.6,9.9,Partially cloudy,EDT,N.Y.C.,61761,4605.417
17,2021-05-31 17:00:00,69.8,42.83,19.7,8.4,1021.7,35.9,9.9,Partially cloudy,EDT,N.Y.C.,61761,4660.389
18,2021-05-31 18:00:00,70.3,41.89,23.0,6.1,1022.0,32.3,9.9,Partially cloudy,EDT,N.Y.C.,61761,4744.4307
19,2021-05-31 19:00:00,70.1,40.13,18.3,4.7,1022.3,30.7,9.9,Partially cloudy,EDT,N.Y.C.,61761,4776.726
20,2021-05-31 20:00:00,68.6,41.7,20.333333333333332,5.1,1022.6,14.1,9.9,Clear,EDT,N.Y.C.,61761,4749.8584
21,2021-05-31 21:00:00,62.7,58.07,20.54444444444444,3.1,1022.9,25.4,9.9,Partially cloudy,EDT,N.Y.C.,61761,4772.415
22,2021-05-31 22:00:00,60.9,68.78,19.725925925925925,2.1,1023.5,25.4,9.9,Partially cloudy,EDT,N.Y.C.,61761,4702.717
23,2021-05-31 23:00:00,59.4,74.3,20.201234567901235,1.8,1023.5,19.2,9.9,Clear,EDT,N.Y.C.,61761,4449.701
0,2021-06-01 00:00:00,59.3,75.5,20.15720164609053,1.2,1023.5,30.1,9.9,Partially cloudy,EDT,N.Y.C.,61761,4186.7783
1,2021-06-01 01:00:00,57.7,79.45,20.028120713305896,1.5,1023.7,19.2,9.9,Clear,EDT,N.Y.C.,61761,4015.5952
2,2021-06-01 02:00:00,57.7,81.29,20.12885230909922,0.0,1023.7,19.2,9.9,Clear,EDT,N.Y.C.,61761,3864.8062
3,2021-06-01 03:00:00,57.1,83.28,20.104724889498545,0.5,1023.7,19.2,9.9,Clear,EDT,N.Y.C.,61761,3769.4822
4,2021-06-01 04:00:00,57.6,78.69,20.087232637301216,1.2,1023.9,39.9,9.9,Partially cloudy,EDT,N.Y.C.,61761,3722.8394
5,2021-06-01 05:00:00,56.5,76.49,20.10693661196633,0.8,1024.2,53.5,9.9,Partially cloudy,EDT,N.Y.C.,61761,3779.7876
6,2021-06-01 06:00:00,57.2,75.19,20.099631379588697,0.5,1024.3,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4015.8262
7,2021-06-01 07:00:00,58.1,80.04,20.09793354295208,3.6,1024.8,36.7,9.9,Partially cloudy,EDT,N.Y.C.,61761,4393.8145
8,2021-06-01 08:00:00,61.2,69.2,20.10150051150237,0.5,1025.1,34.2,9.9,Partially cloudy,EDT,N.Y.C.,61761,4829.202
